raw_text,category,emotion,priority
"Ever since yesterday, I noticed that PDF won't open. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Thanks.",Certificates & Progress,Angry,Critical
"pasword... certificate missing, plz fix. Plz help.",Certificates & Progress,Angry,Medium
certificate typo,Certificates & Progress,Confused,Medium
Urgent: completion reset. Thanks.,Certificates & Progress,Neutral,Medium
" I noticed that tracker not updating. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Really disappointed.",Certificates & Progress,Urgent,Medium
"subscrption... tracker not updating, plz fix. Thanks.",Certificates & Progress,Neutral,Medium
badge disappeared,Certificates & Progress,Angry,Critical
Urgent: completion reset. idk what's happening.,Certificates & Progress,Confused,High
"This is unacceptable. I noticed that progress stuck. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Waiting for a response.",Certificates & Progress,Urgent,Critical
"subscrption... certificate typo, plz fix. Really disappointed.",Certificates & Progress,Confused,Medium
download broken,Certificates & Progress,Urgent,Medium
 progress stuck. Need this fixed ASAP.,Certificates & Progress,Confused,High
" I noticed that certificate missing. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Need this fixed ASAP.",Certificates & Progress,Angry,Critical
"pasword... completion reset, plz fix. ",Certificates & Progress,Angry,Medium
badge disappeared,Certificates & Progress,Urgent,Critical
 PDF won't open. idk what's happening.,Certificates & Progress,Neutral,Critical
"Urgent: I noticed that tracker not updating. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. This is affecting my studies.",Certificates & Progress,Frustrated,Critical
"cnt... tracker not updating, plz fix. Waiting for a response.",Certificates & Progress,Confused,High
certificate missing,Certificates & Progress,Neutral,Medium
"After the latest update, PDF won't open. Waiting for a response.",Certificates & Progress,Angry,High
"Ever since yesterday, I noticed that certificate missing. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Really disappointed.",Certificates & Progress,Urgent,Critical
"vid... assessment locked, plz fix. Waiting for a response.",Certificates & Progress,Angry,Critical
completion not saved,Certificates & Progress,Frustrated,Critical
 completion reset. Waiting for a response.,Certificates & Progress,Frustrated,Medium
"Ever since yesterday, I noticed that completion reset. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Need this fixed ASAP.",Certificates & Progress,Neutral,High
"cnt... download broken, plz fix. Waiting for a response.",Certificates & Progress,Confused,Medium
PDF won't open,Certificates & Progress,Frustrated,Critical
"After the latest update, progress stuck. ",Certificates & Progress,Neutral,Critical
"Can someone explain why I noticed that badge disappeared. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Need this fixed ASAP.",Certificates & Progress,Neutral,Medium
"plz... badge disappeared, plz fix. ",Certificates & Progress,Neutral,Medium
assessment locked,Certificates & Progress,Angry,Medium
"Honestly, completion not saved. Really disappointed.",Certificates & Progress,Confused,Medium
" I noticed that completion reset. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Really disappointed.",Certificates & Progress,Frustrated,Medium
"cnt... progress stuck, plz fix. Really disappointed.",Certificates & Progress,Frustrated,High
tracker not updating,Certificates & Progress,Angry,High
"Please help, badge disappeared. Plz help.",Certificates & Progress,Angry,Critical
"Hi team, I noticed that progress stuck. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Plz help.",Certificates & Progress,Frustrated,High
"pasword... certificate typo, plz fix. Thanks.",Certificates & Progress,Angry,Critical
assessment locked,Certificates & Progress,Neutral,Medium
"Honestly, assessment locked. Kindly investigate.",Certificates & Progress,Frustrated,High
"Hi team, I noticed that download broken. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Plz help.",Certificates & Progress,Urgent,Medium
"biling... certificate typo, plz fix. Plz help.",Certificates & Progress,Angry,Critical
badge disappeared,Certificates & Progress,Angry,Critical
"Honestly, certificate typo. Kindly investigate.",Certificates & Progress,Angry,High
"I'm confused because I noticed that download broken. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Plz help.",Certificates & Progress,Confused,Medium
"vid... progress stuck, plz fix. Really disappointed.",Certificates & Progress,Angry,High
badge disappeared,Certificates & Progress,Angry,Medium
Can someone explain why progress stuck. Thanks.,Certificates & Progress,Angry,High
"After the latest update, I noticed that tracker not updating. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Kindly investigate.",Certificates & Progress,Confused,Medium
"pasword... assessment locked, plz fix. Really disappointed.",Certificates & Progress,Neutral,High
certificate typo,Certificates & Progress,Neutral,Critical
This is unacceptable. certificate typo. This is affecting my studies.,Certificates & Progress,Confused,Critical
" I noticed that tracker not updating. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. idk what's happening.",Certificates & Progress,Neutral,High
"biling... download broken, plz fix. Need this fixed ASAP.",Certificates & Progress,Confused,High
progress stuck,Certificates & Progress,Angry,Critical
I'm confused because tracker not updating. Thanks.,Certificates & Progress,Neutral,Critical
"Ever since yesterday, I noticed that assessment locked. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. This is affecting my studies.",Certificates & Progress,Neutral,Critical
"biling... completion reset, plz fix. Need this fixed ASAP.",Certificates & Progress,Neutral,Medium
completion not saved,Certificates & Progress,Urgent,Medium
This is unacceptable. progress stuck. Plz help.,Certificates & Progress,Urgent,High
"This is unacceptable. I noticed that certificate missing. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Need this fixed ASAP.",Certificates & Progress,Frustrated,Medium
"vid... download broken, plz fix. This is affecting my studies.",Certificates & Progress,Confused,Medium
assessment locked,Certificates & Progress,Neutral,Critical
 assessment locked. Kindly investigate.,Certificates & Progress,Frustrated,Critical
" I noticed that certificate missing. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Really disappointed.",Certificates & Progress,Frustrated,Critical
"pasword... assessment locked, plz fix. Plz help.",Certificates & Progress,Confused,High
assessment locked,Certificates & Progress,Urgent,Critical
"After the latest update, tracker not updating. This is affecting my studies.",Certificates & Progress,Confused,High
"Honestly, I noticed that certificate missing. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Need this fixed ASAP.",Certificates & Progress,Urgent,Medium
"subscrption... badge disappeared, plz fix. Plz help.",Certificates & Progress,Neutral,High
assessment locked,Certificates & Progress,Confused,High
Urgent: completion not saved. idk what's happening.,Certificates & Progress,Angry,Medium
"After the latest update, I noticed that badge disappeared. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Thanks.",Certificates & Progress,Urgent,High
"cnt... assessment locked, plz fix. This is affecting my studies.",Certificates & Progress,Neutral,Medium
certificate missing,Certificates & Progress,Frustrated,High
Urgent: completion not saved. idk what's happening.,Certificates & Progress,Neutral,High
"This is unacceptable. I noticed that certificate typo. I tried clearing cache, switching devices, and signing out, but the problem keeps happening. Really disappointed.",Certificates & Progress,Angry,Critical
"pasword... progress stuck, plz fix. Kindly investigate.",Certificates & Progress,Urgent,High
magic link expired.,Authentication & Access,Neutral,High
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that magic link expired. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Authentication & Access,Frustrated,Critical
"Dear Support Team,

This email is regarding email verification blocked. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Authentication & Access,Confused,High
I noticed browser sign-in mismatch after today's update. Could you please investigate? This is urgent.,Authentication & Access,Frustrated,High
"pls help, face login unavailable, idk why this keeps happening.",Authentication & Access,Urgent,Critical
browser sign-in mismatch.,Authentication & Access,Angry,Critical
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that face login unavailable. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Authentication & Access,Neutral,High
"Dear Support Team,

This email is regarding email verification blocked. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Authentication & Access,Neutral,Critical
I noticed session expires instantly after today's update. Could you please investigate? Please fix.,Authentication & Access,Neutral,High
"pls help, session expires instantly, idk why this keeps happening.",Authentication & Access,Urgent,Critical
unrecognized device verification looping.,Authentication & Access,Urgent,Critical
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that magic link expired. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Authentication & Access,Urgent,Critical
"Dear Support Team,

This email is regarding face login unavailable. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Authentication & Access,Neutral,Critical
